职位	薪资	工作经验	学历要求
golang高级开发工程师 (MJ002853)	2.5-3.5万/月	5-7年经验	本科
机器学习专家 (MJ003375)	6-7.5万/月	10年以上经验	硕士
大数据高级研发工程师 (MJ003596)	2.5-3.5万/月	5-7年经验	本科
运维专家 (MJ003597)	3-5万/月	5-7年经验	本科
推荐算法工程师 (MJ002303)	2.5-5万/月	2年经验	硕士
测试开发实习生 (MJ002580)	4-6千/月	在校生/应届生	本科
数据仓库工程师/ETL工程师	2-2.5万/月	5-7年经验	本科
SAS数据分析挖掘工程师	1.5-2万/月	2年经验	本科
数据分析挖掘工程师	2-4万/月	3-4年经验	本科
PHP开发工程师	1.5-2万/月	在校生/应届生	本科
数据分析	1.2-1.8万/月	3-4年经验	大专
测试	1.5-2.5万/月	3-4年经验	大专
软件测试工程师	0.8-1.6万/月	3-4年经验	本科
研发项目经理	1.4-2.8万/月	3-4年经验	硕士
数据爬虫工程师	500元/天	5-7年经验	本科
算法工程师	1-2万/月	5-7年经验	本科
数据建模挖掘算法工程师	1.5-3万/月	3-4年经验	本科
数据爬虫工程师	0.8-1.5万/月	5-7年经验	本科
自然语言算法工程师	0.8-1.5万/月	5-7年经验	本科
大数据工程师/海外留学生/解决北京户口	7-9千/月	在校生/应届生	硕士
运维开发工程师	1-2万/月	2年经验	本科
平台架构师	4-6万/月	10年以上经验	本科
遥感技术工程师（北京）	20-30万/年	2年经验	硕士
图像算法工程师（北京）	20-30万/年	2年经验	硕士
大数据开发工程师（LT1zy）(J12147)	0.6-1.2万/月	2年经验	本科
数据开发工程师（LT1jdd）(J12099)	3.5-7千/月	1年经验	本科
数据开发工程师（LT1jdd）(J12098)	4-8千/月	1年经验	本科
Java高级开发工程师	1-1.5万/月	2年经验	本科
生信技术支持-单细胞产品	1-2万/月	1年经验	博士
计算机视觉算法工程师	1.5-2万/月	1年经验	本科
（校招）安全测试工程师 (MJ001991)	1-1.5万/月	在校生/应届生	本科
（校招）安全研究员（蜜罐方向） (MJ001992)	1.2-1.8万/月	在校生/应届生	本科
风控建模（DSJYY1ljl）(J12024)	1-2万/月	3-4年经验	本科
大数据运维工程师	1.5-2万/月	2年经验	本科
基础架构运维工程师	1-1.5万/月	2年经验	本科
DBA运维工程师	1.5-2万/月	2年经验	本科
教育相关产品线测试	1.5-2万/月	1年经验	大专
系统维护工程师	0.8-1万/月	1年经验	本科
深度学习算法研发工程师	0.8-1.2万/月	无需经验	本科
容器化运维工程师	1.5-2万/月	2年经验	本科
广告线测试	1-1.5万/月	1年经验	大专
运维经理（金融方向）	1-3万/月	3-4年经验	本科
系统维护工程师	0.8-1万/月	1年经验	本科
资深运维工程师	1.5-2.6万/月	3-4年经验	大专
DevOps Operation Engineer	28-38万/年	5-7年经验	大专
少儿编程讲师-scratch方向	0.8-1.3万/月	无需经验	本科
生物信息研发工程师（微生物）	1-1.5万/月	1年经验	本科
生物信息研发工程师（基因组）	1-1.5万/月	1年经验	本科
生物信息研发工程师（遗传群体）	1-1.5万/月	1年经验	本科
生物信息研发工程师（转录调控）	1-1.5万/月	1年经验	本科
数据开发工程师	0.6-1.1万/月	3-4年经验	大专
Bigdata Develper	28-38万/年	5-7年经验	大专
软件架构师	2.5-5万/月	10年以上经验	本科
RPA产品工程师	0.8-2万/月	2年经验	本科
交通安全数据分析技术研究岗（道路室）	1.2-2万/月	无需经验	硕士
技术开发工程师（信息化室）	1.5-3万/月	3-4年经验	本科
机动车驾驶人管理政策科研岗（驾驶人室）	1.2-2万/月	无需经验	硕士
大数据分析岗（政策室）	1.2-2万/月	无需经验	硕士
中级软件研发工程师	1.2-2.5万/月	2年经验	本科
高级软件研发工程师	1.8-3万/月	5-7年经验	本科
AI算法工程师	2-3.5万/月	3-4年经验	硕士
云平台开发工程师	2-3.5万/月	5-7年经验	本科
人工智能工程师	2-2.5万/月	3-4年经验	本科
平台架构师	3-4万/月	5-7年经验	本科
大数据开发工程师	2.5-3万/月	5-7年经验	本科
数据分析师	1.5-3万/月	1年经验	本科
分析师/高级分析师（new ihs）	2-3万/月	2年经验	硕士
生物信息分析师	1-1.5万/月	2年经验	硕士
技术支持工程师	0.8-1.5万/月	3-4年经验	本科
Linux系统开发	2-2.5万/月	5-7年经验	本科
0931AN-资深数据仓库专家	3-4万/月	5-7年经验	本科
算法工程师（智能诊断方向）	1-1.5万/月	2年经验	硕士
机器学习助理研究员	1.3-1.8万/月	2年经验	博士
高级生物信息工程师-北京亦庄	1.5-2.5万/月	3-4年经验	硕士
广告线测试工程师	0.7-1.5万/月	2年经验	大专
产品线测试工程师	0.7-1.5万/月	2年经验	大专
RPA开发工程师（央企）	1.5-2万/月	3-4年经验	本科
渗透测试工程师	0.7-1万/月	无需经验	本科
总部审计部内部审计师（IT）	6-8千/月	2年经验	本科
深度学习算法工程师	2.5-3万/月	5-7年经验	本科
高级软件开发工程师	2.5-3万/月	3-4年经验	本科
Web安全工程师	2-2.5万/月	8-9年经验	本科
高级测试工程师	1.5-2.5万/月	3-4年经验	本科
运维开发工程师	1-1.5万/月	3-4年经验	本科
大数据挖掘工程师	1.5-3万/月	3-4年经验	大专
大数据开发工程师	1.2-3万/月	1年经验	大专
嵌入式软件工程师	1.5-2万/月	5-7年经验	本科
软件开发工程师(AI算法)	1.5-2万/月	5-7年经验	本科
数据开发工程师	3-4万/月	3-4年经验	本科
OpenStack开发工程师(睿云奇智)	1.2-1.8万/月	3-4年经验	本科
测试技术专家	3-4万/月	3-4年经验	本科
运维开发工程师	3-4万/月	3-4年经验	本科
运维开发工程师	2.5-3万/月	3-4年经验	本科
运维开发工程师	3-4万/月	3-4年经验	本科
数据技术专家	4-5万/月	5-7年经验	本科
数据分析师	1.5-2万/月	3-4年经验	大专
数据挖掘工程师	2.5-3万/月	3-4年经验	大专
数据分析师	1-1.5万/月	5-7年经验	大专
数据开发	2.5-3万/月	2年经验	本科
爬虫开发工程师	3-4万/月	5-7年经验	本科
JAVA业务中台开发	4-5万/月	5-7年经验	本科
高级Java开发	2.5-3万/月	1年经验	本科
中高级测试工程师（服务器）(014408)	1-2万/月	3-4年经验	本科
Java开发工程师	1.1-1.7万/月	5-7年经验	本科
算法工程师	1.8-2.5万/月	3-4年经验	本科
高级后端开发工程师	1.5-2.2万/月	5-7年经验	本科
Data Center Operaion Program Manager	1.8-4万/月	3-4年经验	本科
数据分析师	2.5-3.5万/月	3-4年经验	大专
大数据开发	1.8-3.5万/月	3-4年经验	大专
测试开发工程师	1.6-2.5万/月	3-4年经验	大专
软件测试（丰台科技园）	1-1.5万/月	3-4年经验	大专
自动化测试（长期在宁波）	1-1.4万/月	1年经验	大专
大数据开发工程师（金融保险）	2-2.5万/月	5-7年经验	本科
ETL开发工程师(金融保险)	2-2.5万/月	5-7年经验	本科
前端开发工程1	1.2-1.6万/月	2年经验	本科
C++讲师	0.8-1万/月	1年经验	本科
大数据研发工程师	1-1.5万/月	2年经验	本科
车路协同应用算法工程师	1.5-2.5万/月	2年经验	硕士
数据工程师	1-2万/月	2年经验	硕士
C++开发工程师	1.5-2.5万/月	2年经验	硕士
量化数据实习生	4.5-6千/月	在校生/应届生	硕士
高级嵌入式工程师	1.5-2.5万/月	5-7年经验	本科
运维开发服务工程师	1-1.5万/月	2年经验	大专
后端开发工程师	15-30万/年	3-4年经验	本科
高级后端开发工程师	30-50万/年	5-7年经验	本科
测试开发实习生	3-4千/月	在校生/应届生	本科
制造中心-物流成本主管(J15401)	1.5-2.5万/月	3-4年经验	本科
信息技术研发岗	2-3万/月	3-4年经验	本科
初级大数据分析师(GY1zwg)(J12183)	0.6-1.2万/月	在校生/应届生	本科
软件研发岗	2.5-3万/月	3-4年经验	本科
前端研发工程师 — aPaaS 团队	2-4万/月	3-4年经验	本科
量化工程师（加密资产）	2.5-5万/月	3-4年经验	本科
（高级）初级统计师	0.8-1万/月	在校生/应届生	本科
技术支持工程师（北京）	1.5-1.8万/月	2年经验	大专
高级系统工程师	1.5-2万/月	3-4年经验	大专
数据工程师	1-1.5万/月	3-4年经验	本科
网络安全工程师	1-2万/月	5-7年经验	本科
Java高级开发工程师	2.5-3.5万/月	5-7年经验	本科
高级自动化测试工程师	2-4万/月	5-7年经验	本科
图像算法工程师	2.5-5万/月	2年经验	硕士
自动化测试工程师	2-4万/月	5-7年经验	本科
信息安全工程师	2.5-3.5万/月	3-4年经验	本科
诚聘/写手/会计/管理/文学/经济/外语	1-1.5万/月	1年经验	本科
功能测试工程师（电商业务）	0.8-1.3万/月	2年经验	本科
Java开发工程师	2-2.8万/月	5-7年经验	本科
软件开发工程师（Java/C++）	1.5-2.5万/月	3-4年经验	本科
Linux社区顾问(J10294)	1-1.5万/月	1年经验	本科
数据链路设计/架构设计	1.5-2.5万/月	3-4年经验	本科
IT质量管理	1-1.9万/月	5-7年经验	本科
软件测试工程师（急招）	1.5-1.8万/月	3-4年经验	本科
测试工程师	1.5-2.5万/月	2年经验	本科
前端开发工程师	2-4万/月	3-4年经验	本科
前端开发工程师(J10561)	2-3万/月	3-4年经验	本科
搜索算法负责人	10-20万/月	8-9年经验	本科
搜索算法工程师	4-7万/月	3-4年经验	本科
搜索引擎开发工程师	3-6万/月	3-4年经验	本科
总部数字化管理办公室数据资产专员	0.8-1万/月	1年经验	本科
大客户销售代表20k-30k	2.5-3万/月	1年经验	大专
社群销售20k-30k/五险一金/打车报销	2-2.5万/月	1年经验	大专
软件研发工程师	1.5-2.5万/月	3-4年经验	本科
软件工程师（编译）	2-3万/月	3-4年经验	硕士
应用运维工程师(J23172)	1-1.5万/月	3-4年经验	本科
社群专员20k-30k/五险一金/打车报销	2-2.5万/月	无需经验	大专
社群运营20k-30k/五险一金/打车报销	2.5-3万/月	无需经验	大专
数据分析挖掘工程师（应届）（QY1cg）(J12092)	0.6-1.2万/月	在校生/应届生	本科
系统运维工程师	1.5-2.5万/月	3-4年经验	本科
数据分析（高级）经理	4-5万/月	5-7年经验	本科
数据开发	3-4万/月	3-4年经验	本科
推荐算法专家	3-4万/月	3-4年经验	本科
算法工程师	3-4万/月	3-4年经验	本科
大数据开发工程师	2.5-3万/月	3-4年经验	本科
测试工程师	2.5-3万/月	3-4年经验	本科
数据挖掘	2.5-3万/月	3-4年经验	本科
数据	3-4万/月	3-4年经验	本科
C++开发工程师	3-4万/月	3-4年经验	本科
移动端测试开发专家	4-5万/月	5-7年经验	本科
移动端测试开发专家	4-5万/月	3-4年经验	本科
移动测试开发工程师	2.5-3万/月	3-4年经验	本科
资深移动前端开发工程师	2.5-3万/月	3-4年经验	本科
移动端开发工程师（B端）	2-2.5万/月	2年经验	本科
高级移动前端开发工程师	3-4万/月	3-4年经验	本科
应用开发（移动银行）	2.5-3万/月	3-4年经验	本科
移动前端开发专家	3-4万/月	5-7年经验	本科
后台开发工程师	3-4万/月	3-4年经验	本科
后台开发工程师	1.5-2万/月	3-4年经验	本科
C++开发工程师	3-4万/月	3-4年经验	本科
大数据开发工程师（2021校招北京）	1.5-1.6万/月	在校生/应届生	本科
算法工程师（2021校招北京）	1.8-2.2万/月	在校生/应届生	本科
数字IC设计/验证工程师	1.5-3万/月	3-4年经验	本科
测试开发工程师（2021校招北京）	1.2-1.6万/月	在校生/应届生	本科
Java后端中级研发工程师	1.5-2万/月	3-4年经验	本科
资深渗透测试工程师(J11675)	2-4万/月	3-4年经验	大专
PHP开发工程师	1.3-1.8万/月	2年经验	本科
System Applications Engineer-System Optical Design	40-80万/年	8-9年经验	硕士
System Applications Engineer-Software Solution	40-80万/年	8-9年经验	硕士
搜狗输入法-数据开发工程师	2.5-4.5万/月	在校生/应届生	本科
搜狗输入法-高级测试开发	2.5-4.5万/月	3-4年经验	本科
搜狗地图-移动端测试开发	2.5-4.5万/月	3-4年经验	本科
搜狗地图-服务端测试开发	2.5-4.5万/月	3-4年经验	本科
技术工程部-应用业务运维工程师	1.8-3万/月	3-4年经验	本科
云平台基础架构-高级Java工程师	2.5-4万/月	5-7年经验	本科
搜狗输入法-推荐算法研究员 (MJ003070)	3-6万/月	5-7年经验	硕士
软件开发工程师	0.8-2万/月	无需经验	本科
0931A0-应用运维岗	2-2.5万/月	2年经验	本科
中高级测试工程师（驻场）	1-1.6万/月	3-4年经验	本科
平面设计师	0.7-1.2万/月	1年经验	本科
数据分析师	0.8-1.2万/月	1年经验	本科
集成适配测试工程师-20200518	1-1.5万/月	3-4年经验	本科
技术经理（大数据）-DW20200515	2-3.5万/月	5-7年经验	本科
大数据建模工程师-DW20200302	2-3.5万/月	5-7年经验	本科
社群销售20k-30k/五险一金/打车报销	2.5-3万/月	无需经验	大专
运营专员20k-30k/五险一金/打车报销	2.5-3万/月	1年经验	大专
社群运营20k-30k/五险一金/打车报销	2-2.5万/月	1年经验	大专
用户运营20k-30k/五险一金/打车报销	2.5-3万/月	1年经验	大专
社群销售20k-30k/五险一金/打车报销	2-2.5万/月	1年经验	大专
编程教学研发-2021校招	0.8-1.6万/月	在校生/应届生	本科
09319P-数据仓库工程师	2.5-3万/月	3-4年经验	本科
高级渗透测试工程师	1.5-3万/月	5-7年经验	本科
渗透测试工程师	1.1-2万/月	2年经验	本科
Hadoop开发工程师	1.5-2万/月	5-7年经验	本科
OpenShift 云架构师	1.5-2.5万/月	8-9年经验	本科
技术支持工程师（总部）	1.2-1.8万/月	3-4年经验	大专
生产中心-开发岗	1-1.5万/月	3-4年经验	本科
软件开发/系统架构工程师	1.5-2万/月	3-4年经验	本科
Senior Helpdesk	1.1-1.2万/月	3-4年经验	大专
高级SDWAN运维经理	1.5-2万/月	5-7年经验	大专
研发-全栈工程师	2-2.5万/月	3-4年经验	本科
网络工程师	1-1.5万/月	1年经验	大专
网络架构/研发工程师	2-2.5万/月	3-4年经验	本科
PD-测试实习生	150元/天	在校生/应届生	本科
安全工程师	1-1.5万/月	3-4年经验	本科
医学图像处理算法工程师	2-2.5万/月	3-4年经验	本科
测试经理/测试主管	2-4万/月	3-4年经验	本科
声学工程师	2-4万/月	2年经验	本科
语音信号处理算法工程师（SSP）	2-4万/月	在校生/应届生	硕士
自然语言处理算法工程师（NLP）	2-4万/月	1年经验	硕士
声纹识别算法工程师（VPR）	2-4万/月	1年经验	硕士
自然语言处理算法专家（NLP）	4-8万/月	5-7年经验	硕士
语音识别算法专家（ASR）	4-8万/月	5-7年经验	硕士
软件测试工程师	1-2万/月	1年经验	本科
软件测试工程师	1-2万/月	1年经验	本科
09319Q-资深数据仓库工程师	3-4万/月	8-9年经验	本科
计算机建设管理岗	1-1.5万/月	无需经验	本科
网络与信息安全岗	1-1.5万/月	无需经验	本科
数据分析师（大数据）	0.8-1万/月	2年经验	本科
数据分析与挖掘工程师	0.8-1.6万/月	2年经验	本科
大数据Java开发	1.2-2.5万/月	5-7年经验	本科
高级生物信息开发工程师	1-1.7万/月	2年经验	硕士
生物信息工程师-技术算法方向(001318)	0.8-1.2万/月	2年经验	本科
生物信息工程师-科研流程开发方向(001316)	0.8-1.2万/月	2年经验	本科
生物信息工程师-临检流程开发方向(001315)	0.8-1.2万/月	2年经验	本科
生物信息研发工程师	0.8-1万/月	在校生/应届生	本科
生物信息运维工程师	1-1.5万/月	2年经验	本科
渗透测试工程师	15-25万/年	1年经验	大专
IC后端设计工程师	2.5-5万/月	3-4年经验	本科
信息安全工程师	1.5-2万/月	3-4年经验	大专
QT讲师	1.5-2.5万/月	5-7年经验	本科
Linux项目实施经理	1.5-2.5万/月	5-7年经验	本科
Linux运维工程师	0.8-1.5万/月	2年经验	大专
IT技术经理	1.5-2.5万/月	3-4年经验	大专
Linux讲师/培训师	1.6-3万/月	3-4年经验	大专
技术支持工程师（总部）	1-1.5万/月	3-4年经验	大专
后端开发工程师	2.5-3万/月	5-7年经验	本科
